 ########################################
 # AXIS SYMMETRIC load of type =          10
 # degree & load (kg/m**2)      
   0  0.35437141E+05
   2  0.16823238E+06
   3  0.22341656E+06
   4  0.26731957E+06
   5  0.29784503E+06
   6  0.31364822E+06
   7  0.31420653E+06
   8  0.29984125E+06
   9  0.27168991E+06
  10  0.23163103E+06
  11  0.18216608E+06
  12  0.12626622E+06
  13  0.67193144E+05
  14  0.83052331E+04
  15  -.47139405E+05
  16  -.96170913E+05
  17  -.13627557E+06
  18  -.16553366E+06
  19  -.18271938E+06
  20  -.18735727E+06
  21  -.17973236E+06
  22  -.16085414E+06
  23  -.13237726E+06
  24  -.96484557E+05
  25  -.55740180E+05
  26  -.12922455E+05
  27  0.29152916E+05
  28  0.67808128E+05
  29  0.10066618E+06
  30  0.12579145E+06
  31  0.14179966E+06
  32  0.14793076E+06
  33  0.14408095E+06
  34  0.13079257E+06
  35  0.10920328E+06
  36  0.80958495E+05
  37  0.48093350E+05
  38  0.12892311E+05
  39  -.22264248E+05
  40  -.55056394E+05
  41  -.83373859E+05
  42  -.10544867E+06
  43  -.11996295E+06
  44  -.12612538E+06
  45  -.12371199E+06
  46  -.11306918E+06
  47  -.95079518E+05
  48  -.71093226E+05
  49  -.42830256E+05
  50  -.12260008E+05
  51  0.18533176E+05
  52  0.47489686E+05
  53  0.72710251E+05
  54  0.92578670E+05
  55  0.10586381E+06
  56  0.11179452E+06
  57  0.11010294E+06
  58  0.10103381E+06
  59  0.85319838E+05
  60  0.64125040E+05
  61  0.38960448E+05
  62  0.11578099E+05
  63  -.16149365E+05
  64  -.42355316E+05
  65  -.65303483E+05
  66  -.83501828E+05
  67  -.95798543E+05
  68  -.10145404E+06
  69  -.10018447E+06
  70  -.92174327E+05
  71  -.78057547E+05
  72  -.58868998E+05
